Name,Price,Original Prices,Discount rates,Brand,Image
Printed Men Round Neck Grey T-Shirt,359,599,40% off,Peter England,https://rukminim1.flixcart.com/image/329/395/k612pow0/t-shirt/y/w/q/m-pjkcjsnf472090-peter-england-original-imafzkqhgzpzwek9.jpeg?q=50
"Striped Men Round Neck Dark Blue, White, Orange T-Shirt",399,"1,299",69% off,Seven Rocks,https://rukminim1.flixcart.com/image/329/395/k69ncsw0/t-shirt/m/7/h/3xl-t50-seven-rocks-original-imafzrhtysd9m6h9.jpeg?q=50
Men Trunks,470,NaN,NaN,Van Heusen,https://rukminim1.flixcart.com/image/329/395/jp8ngcw0-1/brief/q/g/q/m-ihnbx1cca10032-van-heusen-original-imaetrymsdafvcpj.jpeg?q=50
Printed Men Boxer,478,479,NaN,Van Heusen,https://rukminim1.flixcart.com/image/329/395/jsxjekw0/boxer/2/e/r/m-1-10112-cpb02-van-heusen-original-imafeehdj8nydm4u.jpeg?q=50
"Color Block Men Round Neck White, Pink, Black T-Shirt",389,959,59% off,Maniac,https://rukminim1.flixcart.com/image/329/395/k6mibgw0/t-shirt/z/d/u/xl-men-ss19-rgln-hs-pink-wht-blk-strp-maniac-original-imafpfdshaumtqhg.jpeg?q=50
Solid Men Dark Blue Track Pants,499,"1,399",64% off,JUGULAR,https://rukminim1.flixcart.com/image/329/395/k0bbb0w0/track-pant/8/y/r/l-1jg-jog-nvy-jugular-original-imafk575chhza7hj.jpeg?q=50
"Striped Men Dark Blue, White Track Pants",529,"1,329",60% off,Maniac,https://rukminim1.flixcart.com/image/329/395/jwkzwy80/track-pant/t/u/s/l-men-ss19-jogger-navy-respect-maniac-original-imafgqybq36ugzhu.jpeg?q=50
Color Block Men Round Neck Pink T-Shirt,284,999,71% off,Diwazzo,https://rukminim1.flixcart.com/image/329/395/k7nnrm80/t-shirt/f/g/g/l-ringer-tshirt-diwazzo-original-imafputmqkw3nyxu.jpeg?q=50
Abstract Men Hooded Neck Red T-Shirt,369,899,58% off,Tripr,https://rukminim1.flixcart.com/image/329/395/jr6o13k0/t-shirt/b/h/j/s-trdhdfulabstract1-tripr-original-imafcmyhpqhmxy7k.jpeg?q=50
Men Color Block Mid-Calf/Crew,225,599,62% off,Slim Shine,https://rukminim1.flixcart.com/image/329/395/k2qh5zk0/sock/q/z/7/free-mscn-xm-kinnng-original-imafgk3xuqgnyjcy.jpeg?q=50
Men Checkered Casual Slim Shirt,649,"2,499",74% off,Dennis Lingo,https://rukminim1.flixcart.com/image/329/395/jzzvs7k0/shirt/f/y/6/m-c419-mustard-dennis-lingo-original-imafjvx6mzaspcwy.jpeg?q=50
Men Brief,208,209,NaN,Jockey,https://rukminim1.flixcart.com/image/329/395/jh80ia80/brief/f/a/e/s-us17black-jockey-original-imaf5a9vjyzk6shg.jpeg?q=50
"Solid Men Round Neck White, Black, Grey T-Shirt",698,"1,799",61% off,Young Trendz,https://rukminim1.flixcart.com/image/329/395/jskofww0/t-shirt/w/k/3/m-3co-hs-blk-wht-gry-m-young-trendz-original-imafe4h6jhfe9qeq.jpeg?q=50
"Men & Women Solid, Self Design Mid-Calf/Crew",199,499,60% off,hicode,https://rukminim1.flixcart.com/image/329/395/jza5uvk0/sock/g/4/e/free-full-0011-hicode-original-imafjbj8dnhyrapt.jpeg?q=50
Men Self Design Pure Cotton Straight Kurta,495,"1,795",72% off,Elepants,https://rukminim1.flixcart.com/image/329/395/k30h8y80/kurta/3/h/z/xl-kurta-white-elepants-original-imafm8btnga82gmg.jpeg?q=50
Printed Men Grey Track Pants,501,"1,399",64% off,Tripr,https://rukminim1.flixcart.com/image/329/395/k7c88sw0/track-pant/4/4/j/4xl-twmtrackpantcrosline-tripr-original-imafph4qfexf2fzq.jpeg?q=50
SpringLoom Premium Quality Men's Women's Pure Cotton Ha...,255,499,48% off,NaN,https://rukminim1.flixcart.com/image/329/395/jzn0tjk0/handkerchief/j/r/w/premium-quality-men-s-women-s-pure-cotton-hanky-12-jfgjpp-5637-original-imaeyercmydabnfy.jpeg?q=50
Jockey Men Vest,208,209,NaN,NaN,https://rukminim1.flixcart.com/image/329/395/jh80ia80/vest/q/9/5/110-8816-0205-ecwht-jockey-original-imaf5akauukhbazu.jpeg?q=50
Solid Men Polo Neck White T-Shirt,629,899,30% off,Allen Solly,https://rukminim1.flixcart.com/image/329/395/k1118cw0/t-shirt/h/p/z/xl-askporgfp82490-allen-solly-original-imafkztf2tt2uucx.jpeg?q=50
"Men & Women Self Design, Solid Ankle Length",249,998,75% off,hicode,https://rukminim1.flixcart.com/image/329/395/kamtsi80/sock/1/m/o/free-sport-0253-hicode-original-imafkntg7gryms4g.jpeg?q=50
Slim Fit Men Grey Cotton Blend Trousers,974,"1,499",35% off,Peter England University,https://rukminim1.flixcart.com/image/329/395/k7usyvk0/trouser/r/f/w/32-putfusspq43094-peter-england-university-original-imafpyxebusuxnzf.jpeg?q=50
Men Brief,528,529,NaN,Van Heusen,https://rukminim1.flixcart.com/image/329/395/jdq9rbk0/brief/q/b/u/m-10003-peat-anthra-mel-pure-black-van-heusen-original-imaetud8gkrg3584.jpeg?q=50
Men Printed Low Cut,379,699,45% off,SOXCO,https://rukminim1.flixcart.com/image/329/395/jz7az680/sock/e/g/8/free-soc-akl-07-3pk-soxco-original-imafj7hvpdau8wrj.jpeg?q=50
"Solid Men Blue, Black Sports Shorts",779,"1,199",35% off,Wildcraft,https://rukminim1.flixcart.com/image/329/395/jge09e80/short/c/b/z/m-40578blue-mel-wildcraft-original-imaf4mwekgcj9w93.jpeg?q=50
Printed Men Multicolor Chino Shorts,624,"1,249",50% off,Highlander,https://rukminim1.flixcart.com/image/329/395/k70spzk0/short/2/6/8/30-hlv8000123-highlander-original-imafpchteetwbjyy.jpeg?q=50
"Solid Men V Neck Blue, Grey T-Shirt",259,899,71% off,Tripr,https://rukminim1.flixcart.com/image/329/395/j7f2qvk0/t-shirt/c/j/4/s-tgy-rbvnd01ganesh-tripr-original-imaexms4dvkezxyp.jpeg?q=50
"Striped Men Polo Neck Red, Blue T-Shirt",760,895,15% off,Duke,https://rukminim1.flixcart.com/image/329/395/j4u74i80/t-shirt/r/h/m/m-sdvp12q-nectarine-duke-original-imaevnh5ysxbnzs8.jpeg?q=50
Men's Ankle Length,150,499,69% off,SLIMSHINE,https://rukminim1.flixcart.com/image/329/395/k62i5jk0/sock/3/p/g/free-s-spors-6-slimshine-original-imafzhdugxrq3cay.jpeg?q=50
Solid Men Black Regular Shorts,559,699,20% off,U.S. Polo Assn,https://rukminim1.flixcart.com/image/329/395/jy4q3680/short/k/f/5/m-i634-002-cp-black-grey-mel-u-s-polo-assn-original-imafgfpuz7myzb9z.jpeg?q=50
Skinny Men Blue Jeans,"1,317","2,395",45% off,Wrangler 20X,https://rukminim1.flixcart.com/image/329/395/k0h12fk0/jean/p/x/d/32-w37074w2220x-wrangler-20x-original-imafk7hyftuf9uct.jpeg?q=50
Men Color Block Ankle Length,187,439,57% off,ADIDAS,https://rukminim1.flixcart.com/image/329/395/k34rki80/sock/v/c/7/xl-adi-adidas-original-imafmb7y37edg5x9.jpeg?q=50
Men & Women Color Block Ankle Length,181,599,69% off,ADIDAS,https://rukminim1.flixcart.com/image/329/395/jxp08sw0/sock/s/s/y/free-7788-adidas-original-imafhz5tvy8jkmsm.jpeg?q=50
"Solid Men Blue, Black Regular Shorts",349,"1,999",82% off,FastColors,https://rukminim1.flixcart.com/image/329/395/k7285u80/short/w/h/x/xl-fc3017-fastcolors-original-imafpd59jjnmzzhc.jpeg?q=50
Solid Men Black Track Pants,989,"1,599",38% off,Wildcraft,https://rukminim1.flixcart.com/image/329/395/jyyqc280/track-pant/p/g/s/m-41864black-wildcraft-original-imafj3h4zh8rgjzt.jpeg?q=50
Printed Men Round Neck Multicolor T-Shirt,299,"1,100",72% off,NB NICKY BOY,https://rukminim1.flixcart.com/image/329/395/jxf05u80/t-shirt/g/m/k/xl-haif-fine-camal-one-nb-nicky-boy-original-imafhuttbfgpzkee.jpeg?q=50
Men Printed Casual Shirt,844,"1,299",35% off,Peter England University,https://rukminim1.flixcart.com/image/329/395/k7tdj0w0/shirt/g/f/g/39-pusfussfo22466-peter-england-university-original-imafpxfg5sbszawv.jpeg?q=50
Printed Men Round Neck Red T-Shirt,274,999,72% off,UZEE,https://rukminim1.flixcart.com/image/329/395/jtq47m80/t-shirt/5/k/y/xl-red-cut-printed-uzee-original-imafex3zzhdad6vd.jpeg?q=50
Graphic Print Men Round Neck White T-Shirt,299,999,70% off,COBIO MAN,https://rukminim1.flixcart.com/image/329/395/jydaqa80/t-shirt/e/2/f/xl-rf-t-shirt25-regno-fab-original-imaf9vzh6yhwzsm5.jpeg?q=50
Men Striped Casual Spread Shirt,569,"1,499",62% off,Rope,https://rukminim1.flixcart.com/image/329/395/k1cgr680/shirt/g/y/b/s-rs19stpw08-sb-rope-original-imafkx2tfrzuycg3.jpeg?q=50
Men & Women Geometric Print Mid-Calf/Crew,219,499,56% off,HICODE,https://rukminim1.flixcart.com/image/329/395/k4yhtow0/sock/h/7/k/free-fulldiamond-0431-4-pair-multi-hicode-original-imafnqfyguj2h82v.jpeg?q=50
Men Striped Ankle Length,199,399,50% off,Maanja,https://rukminim1.flixcart.com/image/329/395/joynde80/sock/j/z/k/free-t18t5-maanja-original-imafbb7pyutmeffh.jpeg?q=50
"Solid Men Round Neck Blue, Black T-Shirt",909,"1,299",30% off,Puma,https://rukminim1.flixcart.com/image/329/395/k5cs87k0/t-shirt/5/z/b/m-65646317-puma-original-imafnuhdp7rdqumd.jpeg?q=50
Men Self Design Casual Button Down Shirt,662,"1,599",58% off,DEELMO,https://rukminim1.flixcart.com/image/329/395/k52s58w0/shirt/y/v/9/40-dgm355-digimi-original-imafn7u6xjsvnxrh.jpeg?q=50
Printed Men Boxer,478,479,NaN,Van Heusen,https://rukminim1.flixcart.com/image/329/395/jsxjekw0/boxer/2/e/r/m-1-10112-cpb02-van-heusen-original-imafeehdj8nydm4u.jpeg?q=50
Full Sleeve Solid Men Sweatshirt,501,"1,999",74% off,Tripr,https://rukminim1.flixcart.com/image/329/395/jjhglu80/sweatshirt/k/h/j/s-tblsweatshirt-st4-tripr-original-imaf6zrdgz3hsgkk.jpeg?q=50
"Color Block Men Round Neck White, Grey T-Shirt",359,999,64% off,Try This,https://rukminim1.flixcart.com/image/329/395/jz05rww0/t-shirt/u/y/3/l-died-yarn-try-this-original-imafj3dsj69kxrez.jpeg?q=50
Printed Men Round Neck Multicolor T-Shirt,569,999,43% off,Smartees,https://rukminim1.flixcart.com/image/329/395/k8lyc280/t-shirt/h/d/b/xl-cmb-nilblue-rebelyellow-smartees-original-imafqh74tgmcdch8.jpeg?q=50
"Solid Men Hooded Neck Red, Black, Grey T-Shirt",449,"1,999",77% off,LEWEL,https://rukminim1.flixcart.com/image/329/395/jvcp9jk0/t-shirt/u/b/g/xl-49grb-lewel-original-imafg9dnw9fez9xf.jpeg?q=50
Men Color Block Casual Mandarin Shirt,395,"1,895",79% off,Tap in,https://rukminim1.flixcart.com/image/329/395/jzog9e80/shirt/h/h/q/m-cb-chaina-black-tap-in-original-imafjn5rg8kh68hx.jpeg?q=50
Men Color Block Mid-Calf/Crew,225,599,62% off,Slim Shine,https://rukminim1.flixcart.com/image/329/395/k2qh5zk0/sock/q/z/7/free-mscn-xm-kinnng-original-imafgk3xuqgnyjcy.jpeg?q=50
"Solid Men Round Neck Black, Yellow T-Shirt",331,"1,499",77% off,DAGCROS,https://rukminim1.flixcart.com/image/329/395/k6qsn0w0/t-shirt/h/d/q/m-d-31-dagcros-original-imafp5f6vgd3re4h.jpeg?q=50
Men Self Design Pure Cotton Straight Kurta,495,"1,795",72% off,Elepants,https://rukminim1.flixcart.com/image/329/395/k30h8y80/kurta/3/h/z/xl-kurta-white-elepants-original-imafm8btnga82gmg.jpeg?q=50
"Checkered Men Hooded Neck Blue, Black T-Shirt",349,"1,399",75% off,Tripr,https://rukminim1.flixcart.com/image/329/395/jxgflow0/t-shirt/a/9/j/l-tblrbchkhdful-d24-tripr-original-imafhuzgayvq7yqb.jpeg?q=50
"Men & Women Solid, Self Design Mid-Calf/Crew",199,499,60% off,hicode,https://rukminim1.flixcart.com/image/329/395/jza5uvk0/sock/g/4/e/free-full-0011-hicode-original-imafjbj8dnhyrapt.jpeg?q=50
"Men's, Men, Women's, Women Shapewear",598,"1,000",40% off,Monument,https://rukminim1.flixcart.com/image/329/395/k2dm7bk0/shapewear/w/t/w/free-slim-sweat-belt-for-men-women-hot-body-shaper-weight-loss-original-imafhqvazstybz5f.jpeg?q=50
Self Design Men Polo Neck Dark Blue T-Shirt,399,799,50% off,Metronaut,https://rukminim1.flixcart.com/image/329/395/jvmpci80/t-shirt/u/t/j/m-msp19cpn001b-metronaut-original-imafgbjzggzb6fhg.jpeg?q=50
Solid Men Black Track Pants,309,999,69% off,ISHU,https://rukminim1.flixcart.com/image/329/395/jph83gw0/track-pant/w/e/z/s-st-ishu-018-ishu-original-imafbphkghv8y8rz.jpeg?q=50
Color Block Men Round Neck Maroon T-Shirt,243,999,75% off,Weft,https://rukminim1.flixcart.com/image/329/395/jyj0how0/t-shirt/w/p/n/m-weft-vneck-half-maroon-black-weft-original-imafgr6uu4uphzp9.jpeg?q=50
Slim Men Grey Jeans,849,"1,699",50% off,Highlander,https://rukminim1.flixcart.com/image/329/395/k70spzk0/jean/h/r/w/30-hljn000651-highlander-original-imafpchx77ur45yt.jpeg?q=50
"Men & Women Self Design, Solid Ankle Length",249,998,75% off,hicode,https://rukminim1.flixcart.com/image/329/395/kamtsi80/sock/1/m/o/free-sport-0253-hicode-original-imafkntg7gryms4g.jpeg?q=50
Men Solid Casual Shirt,399,899,55% off,GESPO,https://rukminim1.flixcart.com/image/329/395/jnkmykw0/shirt/t/n/g/l-gg370-gespo-original-imafa8bzwxgfnduq.jpeg?q=50
Men Solid Casual Slim Shirt,549,"1,849",70% off,Dennis Lingo,https://rukminim1.flixcart.com/image/329/395/k6fd47k0/shirt/e/u/v/l-c301-dustygreen-dennis-lingo-original-imafzvvr7q8zn9kh.jpeg?q=50
Men Printed Casual Spread Shirt,541,"1,499",63% off,COBIO MAN,https://rukminim1.flixcart.com/image/329/395/k4zx9jk0/shirt/u/z/h/m-cm-st130-cobio-man-original-imafnraytddt7ecr.jpeg?q=50
"Solid Men Blue, Black Sports Shorts",779,"1,199",35% off,Wildcraft,https://rukminim1.flixcart.com/image/329/395/jge09e80/short/c/b/z/m-40578blue-mel-wildcraft-original-imaf4mwekgcj9w93.jpeg?q=50
Printed Men Boxer,609,"1,899",67% off,Joven,https://rukminim1.flixcart.com/image/329/395/jhmawsw0/boxer/s/u/a/xl-3-jb3k-bnr-01-joven-original-imaf5huhe3gnhkfs.jpeg?q=50
"Solid Men Round Neck Red, Blue T-Shirt",698,"1,799",61% off,Young Trendz,https://rukminim1.flixcart.com/image/329/395/jskofww0/t-shirt/d/k/j/m-3co-hs-blue-nav-red-m-young-trendz-original-imafe4h6zzp2hyhm.jpeg?q=50
HipHop Cap,175,180,2% off,Good Friends,https://rukminim1.flixcart.com/image/329/395/jjelq4w0/cap/s/j/e/m-stylish-look-black-plain-snapback-hip-hop-good-friends-original-imaf6ty4avvpkeft.jpeg?q=50
Printed Men Round Neck Green T-Shirt,299,"1,199",75% off,Road Trip Fashions,https://rukminim1.flixcart.com/image/329/395/k6gsk280/t-shirt/v/y/e/xl-tshirt-moochsingh-original-imafna5ygdgddgbn.jpeg?q=50
Striped Men Polo Neck Multicolor T-Shirt,760,895,15% off,Duke,https://rukminim1.flixcart.com/image/329/395/jdbzcsw0/t-shirt/g/y/e/m-sdvp12qshale-duke-original-imaf29k2v6hhttge.jpeg?q=50
Skinny Men Blue Jeans,"1,317","2,395",45% off,Wrangler 20X,https://rukminim1.flixcart.com/image/329/395/k0h12fk0/jean/p/x/d/32-w37074w2220x-wrangler-20x-original-imafk7hyftuf9uct.jpeg?q=50
"Solid Men White, Black Sports Shorts",349,"1,999",82% off,FastColors,https://rukminim1.flixcart.com/image/329/395/k7hy07k0/short/h/r/h/l-fc3013-fastcolors-original-imafpq334nffyhzj.jpeg?q=50
Men Trunk,294,295,NaN,Jockey,https://rukminim1.flixcart.com/image/329/395/jhavdzk0/trunk/v/g/h/l-sp04-0105-ct-bl-jockey-original-imaffd94qfg2myby.jpeg?q=50
Striped Men Round or Crew Orange T-Shirt,299,899,66% off,Dillinger,https://rukminim1.flixcart.com/image/329/395/jnm2efk0/t-shirt/x/x/g/xxl-dlcr18023crl-dillinger-original-imafa99tyahbb6nh.jpeg?q=50
Solid Men Black Track Pants,989,"1,599",38% off,Wildcraft,https://rukminim1.flixcart.com/image/329/395/jyyqc280/track-pant/p/g/s/m-41864black-wildcraft-original-imafj3h4zh8rgjzt.jpeg?q=50
"Color Block Men Black, Grey Track Pants",501,"1,399",64% off,Tripr,https://rukminim1.flixcart.com/image/329/395/k7c88sw0/track-pant/s/d/z/s-tgybljog-j6-tripr-original-imafph4qf9fa8hv2.jpeg?q=50
Men Checkered Casual Button Down Shirt,474,"1,287",63% off,Asian & Fitch,https://rukminim1.flixcart.com/image/329/395/jqqy6q80/shirt/m/h/k/s-af-mn-brn-tbf-cttn-chk-asian-fitch-original-imafcpyzkz6mhzrr.jpeg?q=50
Printed Men Grey Chino Shorts,624,"1,249",50% off,Highlander,https://rukminim1.flixcart.com/image/329/395/k70spzk0/short/z/z/h/30-hlv8000033-highlander-original-imafpchsmzysf8zc.jpeg?q=50
"Solid Men Round Neck Maroon, Black, Grey T-Shirt",399,"1,999",80% off,FastColors,https://rukminim1.flixcart.com/image/329/395/k4a7c7k0/t-shirt/z/v/g/l-4113-l-fastcolors-original-imafn84gxzfs6keg.jpeg?q=50
"Color Block Men Round Neck White, Black, Grey T-Shirt",426,"1,499",71% off,Aelomart,https://rukminim1.flixcart.com/image/329/395/jwmfcsw0/t-shirt/t/s/z/xxl-am-1021-aelomart-original-imaf69g6yyvncfyc.jpeg?q=50
Men & Women Geometric Print Mid-Calf/Crew,219,499,56% off,HICODE,https://rukminim1.flixcart.com/image/329/395/k4yhtow0/sock/h/7/k/free-fulldiamond-0431-4-pair-multi-hicode-original-imafnqfyguj2h82v.jpeg?q=50
FastColors Men Vest,239,899,73% off,NaN,https://rukminim1.flixcart.com/image/329/395/k868how0/vest/t/q/g/l-fc7004-fastcolors-original-imafq928duyzuwr7.jpeg?q=50
Men Checkered Casual Button Down Shirt,499,999,50% off,Highlander,https://rukminim1.flixcart.com/image/329/395/k70spzk0/shirt/q/f/m/m-hlsh009269-highlander-original-imafpchzhbhhfyxh.jpeg?q=50
Striped Men Round or Crew Maroon T-Shirt,331,"1,499",77% off,SCATCHITE,https://rukminim1.flixcart.com/image/329/395/k6tniq80/t-shirt/f/8/q/s-t-241-scatchite-original-imafp7fqfzgtduvd.jpeg?q=50
Men & Women Printed Ankle Length,179,499,64% off,hicode,https://rukminim1.flixcart.com/image/329/395/kamtsi80/sock/x/b/d/free-sport-0252-hicode-original-imafknr73thyz4rz.jpeg?q=50
Men Brief,718,719,NaN,Van Heusen,https://rukminim1.flixcart.com/image/329/395/jdq9rbk0/brief/w/s/p/m-10006cp-07-cp-04-cp-01-van-heusen-original-imaf2khy6gsahdch.jpeg?q=50
JUGULAR Men Vest,220,888,75% off,NaN,https://rukminim1.flixcart.com/image/329/395/jvy4vbk0/vest/p/n/c/l-1pvest97-wh-jugular-original-imafgf43pky7zyvs.jpeg?q=50
Solid Men Round Neck Blue T-Shirt,299,"1,499",80% off,Wrath,https://rukminim1.flixcart.com/image/329/395/k73nlow0/t-shirt/h/f/v/l-effortless-charm-teal-blue-wrath-original-imafpe84z6jyqy56.jpeg?q=50
Men Solid Casual Spread Shirt,398,"1,199",66% off,Rope,https://rukminim1.flixcart.com/image/329/395/j3agya80/shirt/f/x/x/m-ropesh-rope-original-imaeufp5u75rxfpn.jpeg?q=50
Solid Men Mandarin Collar Black T-Shirt,369,"1,299",71% off,Seven Rocks,https://rukminim1.flixcart.com/image/329/395/k69ncsw0/t-shirt/h/4/h/l-t15-seven-rocks-original-imafzrht8zrrmxam.jpeg?q=50
Printed Men Boxer,478,479,NaN,Van Heusen,https://rukminim1.flixcart.com/image/329/395/jsxjekw0/boxer/2/e/r/m-1-10112-cpb02-van-heusen-original-imafeehdj8nydm4u.jpeg?q=50
Men Solid Ankle Length,229,397,42% off,Jockey,https://rukminim1.flixcart.com/image/329/395/jkzrc7k0/sock/k/e/s/free-7036-assted-jockey-original-imaf88yytwdhxeea.jpeg?q=50
Solid Men Round Neck Black T-Shirt,424,"1,249",66% off,Maniac,https://rukminim1.flixcart.com/image/329/395/jngcn0w0/t-shirt/g/h/g/xl-men-aw18-fs-rn-aop-black-pocket-maniac-original-imafa55ganschkch.jpeg?q=50
Athleisure Solid Men Round or Crew Grey T-Shirt,274,549,50% off,Metronaut,https://rukminim1.flixcart.com/image/329/395/jjlqxe80/t-shirt/k/w/y/m-m7ss18tee066e-metronaut-original-imaf757rzwe5tkzf.jpeg?q=50
Men Color Block Mid-Calf/Crew,225,599,62% off,Slim Shine,https://rukminim1.flixcart.com/image/329/395/k2qh5zk0/sock/q/z/7/free-mscn-xm-kinnng-original-imafgk3xuqgnyjcy.jpeg?q=50
Full Sleeve Printed Men Sweatshirt,501,"1,999",74% off,Tripr,https://rukminim1.flixcart.com/image/329/395/jwwffrk0/sweatshirt/9/3/p/xxl-trdsweatskulbeard1-tripr-original-imafbbc76cvrcxq5.jpeg?q=50
"Color Block Men Round Neck Dark Blue, White, Yellow T-S...",284,999,71% off,Wearza,https://rukminim1.flixcart.com/image/329/395/jx9aefk0/t-shirt/h/w/r/m-musterdwhitenevy-wearza-original-imafhq9fwfg8phtx.jpeg?q=50
"Striped Men Round Neck Dark Green, Black T-Shirt",394,999,60% off,AUSK,https://rukminim1.flixcart.com/image/329/395/jz4g3gw0/t-shirt/g/p/h/m-aa-a-ausk-original-imafgfcu9hykhzmr.jpeg?q=50
Checkered Men Boxer,398,399,NaN,Jockey,https://rukminim1.flixcart.com/image/329/395/jppsqkw0/boxer/y/a/a/s-1-1222-1-jockey-original-imafbw86seszyxz2.jpeg?q=50
Slim Men Grey Jeans,999,"1,999",50% off,Metronaut,https://rukminim1.flixcart.com/image/329/395/k0flmkw0/jean/h/5/m/32-maw19jn018-metronaut-original-imafk7kdcubyhsxr.jpeg?q=50
"Men & Women Solid, Self Design Mid-Calf/Crew",199,499,60% off,hicode,https://rukminim1.flixcart.com/image/329/395/jza5uvk0/sock/g/4/e/free-full-0011-hicode-original-imafjbj8dnhyrapt.jpeg?q=50
Men Striped Casual Spread Shirt,567,"1,888",69% off,VERO LIE,https://rukminim1.flixcart.com/image/329/395/k0o69ow0/shirt/a/n/3/xl-cm-st101-cobio-man-original-imafkbyrrczdrcgm.jpeg?q=50
Men & Women Ankle Length,191,449,57% off,Puma,https://rukminim1.flixcart.com/image/329/395/jyj0how0/sock/k/z/8/free-pum-dotted-big-1pkt-puma-original-imafgpjnm4yxfya3.jpeg?q=50
"Boys & Girls, Men & Women, Boys, Girls Printed Bandana",255,799,68% off,Hind home,https://rukminim1.flixcart.com/image/329/395/k4ohqq80/bandana/h/c/t/114-free-wave-printed-bandana-hind-home-464-original-imafnjh2ze98cc4t.jpeg?q=50
"Men & Women Self Design, Solid Ankle Length",249,998,75% off,hicode,https://rukminim1.flixcart.com/image/329/395/kamtsi80/sock/1/m/o/free-sport-0253-hicode-original-imafkntg7gryms4g.jpeg?q=50
Printed Men Round Neck Black T-Shirt,249,449,44% off,JORKK,https://rukminim1.flixcart.com/image/329/395/jrmdvgw0/t-shirt/g/j/e/m-jrkssmkhj02-jorkk-original-imafdcpsr7fnd5qh.jpeg?q=50
Men Solid Formal Wingtip Shirt,599,"1,390",56% off,FabTag - Being Fab,https://rukminim1.flixcart.com/image/329/395/k65d18w0/shirt/p/4/t/48-bfrybluesht02ab-being-fab-original-imaecvnxndp3zbdn.jpeg?q=50
Graphic Print Men Hooded Neck Dark Blue T-Shirt,379,899,57% off,Tripr,https://rukminim1.flixcart.com/image/329/395/jtn9bww0/t-shirt/9/2/r/3xl-tnvrnfullion-tripr-original-imafevfqksf5s7dj.jpeg?q=50
"Solid Men Hooded Neck Green, White, Black T-Shirt",449,"1,999",77% off,LEWEL,https://rukminim1.flixcart.com/image/329/395/k30h8y80/t-shirt/z/5/g/xl-104gwb-lewel-original-imafm8ztqbdszezf.jpeg?q=50
"Striped Men Black, Yellow Track Pants",529,"1,329",60% off,Maniac,https://rukminim1.flixcart.com/image/329/395/jtoorrk0/track-pant/h/m/f/xl-men-ss19-jogger-black-ylw-tape-faith-maniac-original-imafen7srrjyreut.jpeg?q=50
"Solid Men Blue, Black Sports Shorts",779,"1,199",35% off,Wildcraft,https://rukminim1.flixcart.com/image/329/395/jge09e80/short/c/b/z/m-40578blue-mel-wildcraft-original-imaf4mwekgcj9w93.jpeg?q=50
Typography Men Round or Crew Multicolor T-Shirt,698,"1,759",60% off,Young Trendz,https://rukminim1.flixcart.com/image/329/395/jnj7iq80/t-shirt/8/h/g/l-co-hs-doit-red-omm-wht-gym-nav-young-trendz-original-imafa7ehmmarr2x7.jpeg?q=50
"PerfectFit Self Design Men Henley Neck White, Blue T-Sh...",404,899,55% off,Billion,https://rukminim1.flixcart.com/image/329/395/jctemq80/t-shirt/d/t/d/m-bts018-billion-original-imaffv4fyjzzwxn4.jpeg?q=50
Printed Men Round Neck Green T-Shirt,299,"1,199",75% off,Road Trip Fashions,https://rukminim1.flixcart.com/image/329/395/k6gsk280/t-shirt/v/y/e/xl-tshirt-moochsingh-original-imafna5ygdgddgbn.jpeg?q=50
Solid Men Black Track Pants,989,"1,599",38% off,Wildcraft,https://rukminim1.flixcart.com/image/329/395/jyyqc280/track-pant/p/g/s/m-41864black-wildcraft-original-imafj3h4zh8rgjzt.jpeg?q=50
Men & Women Self Design Ankle Length,179,499,64% off,hicode,https://rukminim1.flixcart.com/image/329/395/k4x2du80/sock/p/u/s/free-ankle2tone-0261-4-pair-hicode-original-imafnp67wnyswgms.jpeg?q=50
Printed Men Round Neck Orange T-Shirt,284,799,64% off,Young Trendz,https://rukminim1.flixcart.com/image/329/395/jm573ww0/t-shirt/g/v/u/m-omm-orange-young-trendz-original-imaf94d8vhhreenq.jpeg?q=50
Men Solid Formal Rugby Collar Shirt,521,"1,390",62% off,FabTag - Being Fab,https://rukminim1.flixcart.com/image/329/395/k65d18w0/shirt/6/8/g/48-bfnbsht02ab-being-fab-original-imae7dartbugxda6.jpeg?q=50
Regular Fit Men Brown Cotton Blend Trousers,594,"1,499",60% off,FUBAR,https://rukminim1.flixcart.com/image/329/395/jobsbrk0/trouser/s/z/b/34-kctr-5100-ltbr-fubar-original-imafasprzuf7zy3m.jpeg?q=50
Solid Men Polo Neck White T-Shirt,629,899,30% off,Allen Solly,https://rukminim1.flixcart.com/image/329/395/k1118cw0/t-shirt/h/p/z/xl-askporgfp82490-allen-solly-original-imafkztf2tt2uucx.jpeg?q=50
Men Printed Casual Shirt,"1,614","1,899",15% off,Louis Philippe Jeans,https://rukminim1.flixcart.com/image/329/395/k2z1t3k0/shirt/n/b/e/40-lrsfcslf143317-louis-philippe-jeans-original-imafm7gjzjaahtxc.jpeg?q=50
Color Block Men Round Neck Dark Green T-Shirt,329,799,58% off,The EG Store,https://rukminim1.flixcart.com/image/329/395/jyt0knk0/t-shirt/y/h/h/l-tshirt8182-the-eg-store-original-imafgxnzpxp9d23x.jpeg?q=50
