,Name,main_category,sub_category,Image,link,ratings,no_of_ratings,discount_price,actual_price
2646,"I KALL IK44 2.1 Home Theater with Bluetooth, Aux, USB and FM Connectivity (2.1, Black)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51WW9FXFTIL._AC_UL800_.jpg,https://www.amazon.in/IK44-Theater-Bluetooth-Connectivity-Black/dp/B09Q921PSM/ref=sr_1_7651?qid=1679134123&s=electronics&sr=1-7651,2.8,64,"₹1,499","₹2,499"
2647,"boAt Stone 260 4W Bluetooth Speaker with Upto 9 Hours Playback, IPX5 and Carabiner(Psyche)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/718Omo1E8bL._AC_UL800_.jpg,https://www.amazon.in/Stone-260-Portable-Bluetooth-Psyche/dp/B07FMM9BMC/ref=sr_1_7652?qid=1679134123&s=electronics&sr=1-7652,4.2,"14,871","₹1,499","₹2,490"
2648,"Redmi Note 10S (Cosmic Purple, 6GB RAM, 128GB Storage)  - Super Amoled Display | 64 MP Quad Camera | 6 Month Free Screen R...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81sZamLSPWL._AC_UL800_.jpg,https://www.amazon.in/Redmi-Cosmic-Purple-128GB-Storage/dp/B09C6D3Q7M/ref=sr_1_7653?qid=1679134123&s=electronics&sr=1-7653,4.2,"221,269","₹16,499","₹18,999"
2649,Redgear MP80 Type Gaming Mousepad (Black/Red),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51PzHon2CKL._AC_UL800_.jpg,https://www.amazon.in/Redgear-MP80-Gaming-Mousepad-Black/dp/B01J1CFOA8/ref=sr_1_7654?qid=1679134123&s=electronics&sr=1-7654,4.6,"34,185",₹399,₹999
2650,TheGiftKart Sleek Back Cover Case for iQOO Neo 7 5G | Slim Fit Protective Design | Ultra Matte Finish | Camera Protection ...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61XX3xnxMsL._AC_UL800_.jpg,https://www.amazon.in/TheGiftKart-Protective-Design-Protection-Silicon/dp/B0BVK8CPNH/ref=sr_1_7655?qid=1679134123&s=electronics&sr=1-7655,4,16,₹269,₹999
2651,"Logitech MK275 USB Wireless Keyboard and Mouse Set for Windows, 2.4 GHz Wireless, Compact Wireless Mouse, 8 Multimedia & S...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/612DoN6YE7L._AC_UL800_.jpg,https://www.amazon.in/Logitech-MK275-Wireless-Keyboard-Mouse/dp/B06X3YC1MD/ref=sr_1_7656?qid=1679134123&s=electronics&sr=1-7656,4.1,"2,831","₹2,130","₹3,499"
2652,Acer K273 b 27 Inch IPS Full HD LCD Monitor with LED Back Light I 1MS VRB 75Hz Refresh Rate I AMD Free Sync Technology I Z...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71CdwZIWeWL._AC_UL800_.jpg,https://www.amazon.in/Acer-K273-Monitor-Technology-Speakers/dp/B0BVBQR51N/ref=sr_1_7657?qid=1679134123&s=electronics&sr=1-7657,4.3,8,"₹11,299","₹16,000"
2653,Onsitego 2 Year Extended Warranty for Small Household Appliances from Rs. 8001-9000 (Email Delivery - No Physical Kit),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/611aS-eL++L._AC_UL800_.jpg,https://www.amazon.in/Onsitego-Extended-Household-Appliances-8001-9000/dp/B0BVQN6NW5/ref=sr_1_7658?qid=1679134123&s=electronics&sr=1-7658,,,₹585,"₹1,169"
2654,Apple iPhone 12 (128GB) - Green,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71cQWYVtcBL._AC_UL800_.jpg,https://www.amazon.in/New-Apple-iPhone-12-128GB/dp/B08L5VJWCV/ref=sr_1_7659?qid=1679134123&s=electronics&sr=1-7659,4.5,"30,123","₹59,900","₹70,900"
2655,"realme Buds Q2 Bluetooth Truly Wireless in Ear Earbuds with Mic, Fast Charging & Up to 28Hrs Playtime (Grey)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51b4HBhB06L._AC_UL800_.jpg,https://www.amazon.in/realme-Active-Noise-Cancellation-Earphones/dp/B091G8TJ33/ref=sr_1_7660?qid=1679134123&s=electronics&sr=1-7660,3.9,"16,685",,
2656,OpenTech® Tempered Glass Screen Protector Compatible for Oneplus 10T 5G with Edge to Edge Coverage and Easy Installation kit,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/712AomrjJLL._AC_UL800_.jpg,https://www.amazon.in/OpenTech%C2%AE-Compatible-Oneplus-10T-Installation/dp/B0BBD6PZQW/ref=sr_1_7661?qid=1679134123&s=electronics&sr=1-7661,4,"11,472",₹299,₹999
2657,"NARGO Metal, Engineered Wood Smart Multipurpose Foldable and Portable Laptop Table with Cup Holder - Ergonomic & Rounded E...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51xq3pWrdRL._AC_UL800_.jpg,https://www.amazon.in/NARGO-Multipurpose-Foldable-Breakfast-Ergonomic/dp/B09BVJYWBP/ref=sr_1_7660?qid=1679134125&s=electronics&sr=1-7660,3.9,519,₹399,₹999
2658,"Voice Magic Remote AKB75855501 for LG AN-MR20GA AN-MR19BA Smart TV Magic Remote Replacement, with Pointer Function","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71ZUnFzG4-L._AC_UL800_.jpg,https://www.amazon.in/AKB75855501-MR20GA-MR19BA-Replacement-Function/dp/B0BCFHS1MT/ref=sr_1_7661?qid=1679134125&s=electronics&sr=1-7661,3.9,180,"₹1,626","₹3,499"
2659,"Noise Flair Smart Bluetooth Wireless in Ear Earphones with Mic Dual with Touch Controls, 35 Hour Playtime, Environmental C...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51eIzK8j3OS._AC_UL800_.jpg,https://www.amazon.in/Noise-Wireless-Bluetooth-Environmental-Cancellation/dp/B08SVZJNVP/ref=sr_1_7662?qid=1679134125&s=electronics&sr=1-7662,3.7,"23,273","₹1,799","₹3,999"
2660,MI Micro USB 100cm Braided Cable Black Micro USB/Type B|Tangle Free |Sturdy Built with Kevlar Protection|480Mbps Speed|Sup...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51OrVqOKviL._AC_UL800_.jpg,https://www.amazon.in/Mi-Micro-Braided-Cable-100cm/dp/B07QT5ZSDL/ref=sr_1_7663?qid=1679134125&s=electronics&sr=1-7663,4.3,"2,631",,₹299
2661,"realme C35 (Glowing Black, 6GB RAM, 128GB Storage)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51F6KIN3ttL._AC_UL800_.jpg,https://www.amazon.in/realme-Glowing-Black-128GB-Storage/dp/B0B63L7Q6Q/ref=sr_1_7664?qid=1679134125&s=electronics&sr=1-7664,3.8,31,,
2662,LOHAYA Remote Compatible for Sony Bravia LCD LED HD TV Remote Control Works with All Sony LED LCD HD Tv's [ Compatible for...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/6135eMZEqLL._AC_UL800_.jpg,https://www.amazon.in/LOHAYA-UN144-Remote-Control-Black/dp/B07VFB7VLQ/ref=sr_1_7665?qid=1679134125&s=electronics&sr=1-7665,3.7,402,₹265.05,₹599
2663,"FACTOR NOTES Notebook: 90 GSM, B6, Ruled, 112 Pages Journal Diary (Idea)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71yKPQRpr2L._AC_UL800_.jpg,https://www.amazon.in/Factor-Notes-Journal-Diary-Notebook/dp/B07S8N89YD/ref=sr_1_7666?qid=1679134125&s=electronics&sr=1-7666,4.2,"6,674",₹98,₹199
2664,Electvision Remote Control for LED or LCD TV Compatible with Realme Led TV (Without Voice mic Function),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61HDdlqm+lL._AC_UL800_.jpg,https://www.amazon.in/Electvision-Control-Compatible-Without-Function/dp/B09BQXFFGX/ref=sr_1_7667?qid=1679134125&s=electronics&sr=1-7667,3.7,203,₹349,₹999
2665,"Belkin Quick Charge Magnetic Wireless Power Bank 5000mAh with Stand, Sleek Design for All iPhone 14, 13 and 12 Models, Com...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61k6rmoK1IL._AC_UL800_.jpg,https://www.amazon.in/Belkin-Magnetic-Wireless-5000mAh-Compatible/dp/B0B6DLWMJF/ref=sr_1_7668?qid=1679134125&s=electronics&sr=1-7668,4,390,"₹5,699","₹8,999"
2666,"GoRogue Laptop Table for Bed & Sofa, Foldable Desk with Cup Holder, Drawer & Built-in USB Hub with Free Mini Fan, LED Lamp...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/717FyRRgqHL._AC_UL800_.jpg,https://www.amazon.in/GoRogue-Laptop-Foldable-Holder-Drawer/dp/B09H7C1PH1/ref=sr_1_7669?qid=1679134125&s=electronics&sr=1-7669,4,79,₹849,"₹1,999"
2667,"(Renewed) Dell Latitude Laptop E5480 Intel Core i5 7th Gen. - 7300u Processor, 8 GB Ram & 512 GB SSD, 14.1 inches Full HD ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61BeBTB41DL._AC_UL800_.jpg,https://www.amazon.in/Renewed-Dell-Latitude-Laptop-E5480/dp/B091M4P11C/ref=sr_1_7670?qid=1679134125&s=electronics&sr=1-7670,4.3,11,"₹20,813","₹50,000"
2668,"Seagull Flight Of Fashion Double Layer Electronic Gadget Organizer Case , Cable Organizer Bag for Accessories with Mobile ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81KDHmzNVOL._AC_UL800_.jpg,https://www.amazon.in/Seagull-Flight-Fashion-Electronic-Accessories/dp/B08P6565V7/ref=sr_1_7671?qid=1679134125&s=electronics&sr=1-7671,4.4,"1,858",₹649,"₹1,499"
2669,"Boult Audio Airbass Z10 Bluetooth Truly Wireless in Ear Earbuds with Mic with 30H Playtime & Fast Charging with Type-C, Ip...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/614u8-oiOkL._AC_UL800_.jpg,https://www.amazon.in/Boult-Audio-Bluetooth-Waterproof-Assistant/dp/B0B5TSHZZC/ref=sr_1_7674?qid=1679134125&s=electronics&sr=1-7674,3.7,"2,329","₹1,125","₹4,999"
2670,"ACESHLEY 20MM Soft Silicone Smartwatch Band with Black Metal Buckle Strap for Noise X-Fit 1, Evolve 2, Noise ColorFit Bri...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31qClDE8dUL._AC_UL800_.jpg,https://www.amazon.in/ACESHLEY-Silicone-Smartwatch-Buckle-ColorFit/dp/B0B61SMXNY/ref=sr_1_7675?qid=1679134125&s=electronics&sr=1-7675,3.7,669,₹299,₹999
2671,"Strauss Skipping Rope, (Grey/Blue)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/513IXFwugmL._AC_UL800_.jpg,https://www.amazon.in/Strauss-Skipping-Rope-Blue-Grey/dp/B07QFVW623/ref=sr_1_7676?qid=1679134125&s=electronics&sr=1-7676,4,"11,746",₹90.49,₹299
2672,AHUJA Karaoke Microphone Aud54,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31LPBx-vDuL._AC_UL800_.jpg,https://www.amazon.in/AHUJA-Stallion015-Ahuja-Karaoke-Microphone/dp/B00LMZWUTG/ref=sr_1_7677?qid=1679134125&s=electronics&sr=1-7677,3.8,"1,304",₹690,₹735
2673,"Seagate Ultra Touch 1 TB External HDD USB-C USB 3.0, 1yr Mylio Create, 4 Months Adobe CC Photography Plan, and 3-Year Resc...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51Aw3Yr9YIL._AC_UL800_.jpg,https://www.amazon.in/Seagate-Backup-Ultra-External-Portable/dp/B07LGPFF1D/ref=sr_1_7678?qid=1679134125&s=electronics&sr=1-7678,4.5,"28,685","₹4,649","₹5,999"
2674,HUION HS610 Graphics Drawing Tablet Battery-Free Stylus Android Windows macOS with 10x6.25inch Working Area Pen Tablet (HS...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51biMBCXrLL._AC_UL800_.jpg,https://www.amazon.in/Graphics-Drawing-Battery-Free-Android-Windows/dp/B07NZ419KZ/ref=sr_1_7679?qid=1679134125&s=electronics&sr=1-7679,4.4,"1,082","₹4,459","₹7,199"
2675,Gizga Essentials Laptop Bag Sleeve Case Cover Pouch for 13.3-Inch Laptop for Men & Women Reversible Neoprene (Black + Red),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71J2F30+bUL._AC_UL800_.jpg,https://www.amazon.in/GIZGA-Protective-Protector-Black-Red-Reversible/dp/B01DF16SJ2/ref=sr_1_7680?qid=1679134125&s=electronics&sr=1-7680,4.1,"3,629",₹209,₹499
2676,Duracell CHHOTA Power Alkaline AAA Batteries (Pack of 2) 8 Pcs,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81vRFClt0AL._AC_UL800_.jpg,https://www.amazon.in/Duracell-Alkaline-Battery-Chhota-Power/dp/B096K52RM5/ref=sr_1_7681?qid=1679134125&s=electronics&sr=1-7681,4.4,"3,806",₹181,₹190
2677,Saco Silicone Skin Keyboard Cover Compatible for 2019 and 2018 HP Pavilion 15-cs0053cl 15.6 inch Laptop - Black,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71vu6zDoXgL._AC_UL800_.jpg,https://www.amazon.in/Saco-Keyboard-Protector-15-cs0053cl-Transparent/dp/B07MHTLLW4/ref=sr_1_7682?qid=1679134125&s=electronics&sr=1-7682,4.3,564,₹373,₹900
2678,"ProElite Smart Flip Case Cover for Apple iPad Air 5th/4th 10.9 inch , Translucent Back, Purple","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41jsTK-SKzL._AC_UL800_.jpg,https://www.amazon.in/ProElite-Smart-Cover-Translucent-Purple/dp/B0B8NZYLYQ/ref=sr_1_7683?qid=1679134125&s=electronics&sr=1-7683,4.3,"2,847",₹699,"₹1,999"
2679,"PiBOX India, Video Capture Card, 4K HDMI to USB 3.0 Game Capture Device Aluminium Windows Android Mac,HD 1080P Audio Video...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71nQj4Qno7L._AC_UL800_.jpg,https://www.amazon.in/India-Aluminium-Streaming-Conference-Broadcasting/dp/B096YQZKZJ/ref=sr_1_7684?qid=1679134125&s=electronics&sr=1-7684,4,392,₹797,"₹1,999"
2680,Quess Care Extended Warranty Plan for 1 Year for AC Between 30001 to 35000 (Email Delivery),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71+Ofjj5XJL._AC_UL800_.jpg,https://www.amazon.in/Quess-Extended-Warranty-Manufacturer-Delivery/dp/B08JVCXCQF/ref=sr_1_7685?qid=1679134125&s=electronics&sr=1-7685,3.6,67,₹999,"₹2,019"
2681,Quess Care Extended Warranty Plan for 1 Year for AC Between 30001 to 35000 (Email Delivery),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71+Ofjj5XJL._AC_UL800_.jpg,https://www.amazon.in/Quess-Extended-Warranty-Manufacturer-Delivery/dp/B08JVCXCQF/ref=sr_1_7683?qid=1679134126&s=electronics&sr=1-7683,3.6,67,₹999,"₹2,019"
2682,TheGiftKart Ultra Clear Back Cover Case for Samsung Galaxy S23 5G | Slim & Protective Design | Inbuilt Dust Plugs & Anti-S...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51BORoBVsGL._AC_UL800_.jpg,https://www.amazon.in/TheGiftKart-Protective-Anti-Slip-Protection-Transparent/dp/B0BSXQR7S9/ref=sr_1_7684?qid=1679134126&s=electronics&sr=1-7684,4.3,15,₹284,₹999
2683,Linc Shine Glitter Pen Assorted Colours - Pack of 10,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71TOdcf0KdL._AC_UL800_.jpg,https://www.amazon.in/Linc-Shine-Glitter-Assorted-Colours/dp/B00LIZ773O/ref=sr_1_7685?qid=1679134126&s=electronics&sr=1-7685,4.6,"2,004",,₹100
2684,Spigen Liquid Crystal Back Cover Case for iPhone 13 (TPU | Crystal Clear),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61c6GszElrL._AC_UL800_.jpg,https://www.amazon.in/Spigen-Liquid-Crystal-Compatible-iPhone/dp/B096HB97LN/ref=sr_1_7686?qid=1679134126&s=electronics&sr=1-7686,3.3,937,"₹1,199","₹1,899"
2685,"ESR Metal Kickstand Back Cover Case for Samsung Galaxy S22 Ultra Case,PC, Versatile Patented Kickstand, Crystal Clear Scra...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81nMoCzBPhL._AC_UL800_.jpg,https://www.amazon.in/ESR-Samsung-S22-Ultra-Scratch-Resistant/dp/B09LCQ3MC7/ref=sr_1_7687?qid=1679134126&s=electronics&sr=1-7687,4.4,"4,175","₹1,329","₹2,499"
2686,Enduro Rechargeable Battery 2-Pack (HERO10 Black/HERO9 Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71EBKT+P4CL._AC_UL800_.jpg,https://www.amazon.in/Enduro-Rechargeable-Battery-2-Pack-HERO10/dp/B09ZJXBB4Z/ref=sr_1_7688?qid=1679134126&s=electronics&sr=1-7688,4.5,245,,"₹4,500"
2687,"70mai M300 DashCam, 1.5K 1296P Full HD+, 3D-DNR, WDR, G-Sensor, Wi-Fi, App Playback & Share, Optional Parking Monitoring (...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41ycRuabyxS._AC_UL800_.jpg,https://www.amazon.in/70mai-M300-G-Sensor-Playback-Monitoring/dp/B097NM3G96/ref=sr_1_7689?qid=1679134126&s=electronics&sr=1-7689,4.2,283,"₹4,549","₹7,999"
2688,"Lava A1 Josh 21(Blue Silver) -Dual Sim,Call Blink Notification,Military Grade Certified with 4 Day Battery Backup, Keypad ...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/716oD06jiUL._AC_UL800_.jpg,https://www.amazon.in/Lava-Notfication-recoding-Military-Certified/dp/B09BF8JBWX/ref=sr_1_7690?qid=1679134126&s=electronics&sr=1-7690,3.8,"2,530",,
2689,"JSB H03 Electric Heating Pad Multipurpose for Back, Shoulder & Legs Pain Relief with Adjustable Temperature & Velcro Belt","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/618Zqwvkd1L._AC_UL800_.jpg,https://www.amazon.in/JSB-H03-Electric-Heating-Waist/dp/B00B6ZT2N4/ref=sr_1_7691?qid=1679134126&s=electronics&sr=1-7691,3.6,767,₹499,₹850
2690,"Store2508 Model-P4 6-Way Swivel Tilt TV Wall Mount for LCD/LED TV's from 32"" to 55"" Inch","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71unc11xYfL._AC_UL800_.jpg,https://www.amazon.in/Store2508-Model-P4-6-Way-Swivel-Mount/dp/B0BM9YZMHY/ref=sr_1_7692?qid=1679134126&s=electronics&sr=1-7692,4.6,20,"₹1,599","₹2,999"
2691,5V / 4A VOOC 20W Power Adapter Fast Charging Compatible with RealMe 5 Pro/ 7 Pro/ X2 Pro/ 6/7/ 8/ X3/ 7i/ X/XT & All Other...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/31H0w5ojR2L._AC_UL800_.jpg,https://www.amazon.in/Adapter-Charging-Compatible-Supported-OnePlus/dp/B0BHR1YGF3/ref=sr_1_7693?qid=1679134126&s=electronics&sr=1-7693,3.6,"12,624",₹587,"₹1,999"
2692,SKYVIK TRUHOLD StickOn Magnetic Mount Mobile or Remote Holder for Car-Bike-Scooter-Home-Kitchen-Office-Desk-(Rectangular S...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61d6k4mIqLL._AC_UL800_.jpg,https://www.amazon.in/SKYVIK-TRUHOLD-Sticky-Magnet-Rectangular/dp/B07Z7RW98Z/ref=sr_1_7694?qid=1679134126&s=electronics&sr=1-7694,4.3,953,₹799,"₹1,499"
2693,Pikkme Samsung Galaxy M31 / F41 / M31 Prime Flip Cover| PU Leather Finish | 360 Protection | Wallet & Stand | Strong Magne...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71jkWgimNYL._AC_UL800_.jpg,https://www.amazon.in/Pikkme-Samsung-Leather-Protection-Magnetic/dp/B0BB8BJCFG/ref=sr_1_7695?qid=1679134126&s=electronics&sr=1-7695,4.1,"2,046",₹199,₹999
2694,"OnePlus 10T 5G (Moonstone Black, 16GB RAM, 256GB Storage)","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/71XKAnxCsLL._AC_UL800_.jpg,https://www.amazon.in/OnePlus-Moonstone-Black-256GB-Storage/dp/B0B5V5NRMV/ref=sr_1_7696?qid=1679134126&s=electronics&sr=1-7696,4.2,"3,596",,"₹55,999"
2695,LOHAYA EN2BX27V Remote Replacement for VU FHD HD Android Smart TV Remote Control Model No :- 32US 43US 32GA 43GA [ Compati...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51tRaRrXU9S._AC_UL800_.jpg,https://www.amazon.in/LOHAYA-Remote-Compatible-Samsung-Control/dp/B07D8SXD52/ref=sr_1_7697?qid=1679134126&s=electronics&sr=1-7697,3.5,140,₹284.05,"₹1,199"
2696,OGTECH Fitness Band USB Charger for M3 Band Xiaomi Mi Band 3 - black,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41CrMyA3mtL._AC_UL800_.jpg,https://www.amazon.in/OGTECH-Charging-Fitness-Charger-Xiaomi/dp/B07TCN2JYP/ref=sr_1_7698?qid=1679134126&s=electronics&sr=1-7698,3.6,290,₹149,₹499
2697,TheGiftKart Shockproof Crystal Clear Back Cover Case for Samsung Galaxy A53 5G | 360 Degree Protection | Protective Design...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/517Ing4qM2L._AC_UL800_.jpg,https://www.amazon.in/TheGiftKart-Shockproof-Protection-Protective-Transparent/dp/B09VZ18RSD/ref=sr_1_7699?qid=1679134126&s=electronics&sr=1-7699,4.3,467,₹284,₹999
2698,WOW IMAGINE Shock Proof Clear Protective Back Case for Samsung Galaxy M04 | F04 | A04e - AirEDGE Technology | 360 Degree C...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51kWorhcDFL._AC_UL800_.jpg,https://www.amazon.in/WOW-IMAGINE-Protective-Samsung-Galaxy/dp/B0BSFJN5Q4/ref=sr_1_7700?qid=1679134126&s=electronics&sr=1-7700,,,₹251,₹999
2699,EMBOX Tower Extension Boards with USB Port with Universal Sockets and USB Charging Ports (3.4A) with Indicator-2 mtr Exten...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51v0q0nnZ8L._AC_UL800_.jpg,https://www.amazon.in/EMBOX-Extension-Universal-Sockets-Protector/dp/B09H7BP7LG/ref=sr_1_7701?qid=1679134126&s=electronics&sr=1-7701,4.5,"1,270","₹1,499","₹1,999"
2700,"Noise Buds VS204 in-Ear Truly Wireless Earbuds with 50H of Playtime, ESR, Instacharge(10 min= 120 min), Hyper Sync,10mm Dr...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/51DFIKAbM+L._AC_UL800_.jpg,https://www.amazon.in/Noise-Launched-Wireless-Instacharge-Bluetooth/dp/B0B56Q7J3C/ref=sr_1_7702?qid=1679134126&s=electronics&sr=1-7702,3.7,363,"₹1,499","₹3,999"
2701,"Wayona Nylon Braided Lightning 2 Meter Long Usb Data Sync And Charging Cable For Iphones, Ipad Air, Ipad Mini, Ipod Nano A...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61Am+L2AnSL._AC_UL800_.jpg,https://www.amazon.in/Wayona-Nylon-Braided-Charging-iPhones/dp/B07JPYD4GS/ref=sr_1_7703?qid=1679134126&s=electronics&sr=1-7703,4.2,"13,387",₹319,₹669
2702,SanDisk ® Ultra Curve USB 3.2 256GB 100MB/s R Black,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61HPhpz4OyL._AC_UL800_.jpg,https://www.amazon.in/SanDisk-Ultra-Curve-256GB-100MB/dp/B0B4NH1M6G/ref=sr_1_7704?qid=1679134126&s=electronics&sr=1-7704,4.2,"2,321","₹1,679","₹3,400"
2703,Strontium Nitro A1 128GB Micro SDXC Memory Card 100MB/s A1 UHS-I U3 Class 10 with High Speed Adapter for Smartphones Table...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/619QYgwMwDL._AC_UL800_.jpg,https://www.amazon.in/Strontium-Adapter-Smartphones-Tablets-SRN128GTFU3A1A/dp/B07CHMB1C2/ref=sr_1_7705?qid=1679134126&s=electronics&sr=1-7705,4.2,"21,581","₹1,295","₹1,899"
2704,"Maxima New Samurai Smartwatch 1.85"", 1st Time Call Accept Feature, Hindi Language Support, 600Nits Brightness, Longer Batt...","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/617T6t4ncuL._AC_UL800_.jpg,https://www.amazon.in/Maxima-Smartwatch-Language-Brightness-Multisport/dp/B0BRVBZWXV/ref=sr_1_7706?qid=1679134126&s=electronics&sr=1-7706,3.8,105,"₹1,499","₹5,999"
2705,Spigen Silicone Slim Armor IP Waterproof Cover Case for Airpods Pro 2 | Airpods Pro 1 (2022/2019) - Black,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/510JfI2Q-rL._AC_UL800_.jpg,https://www.amazon.in/Spigen-Armor-Cover-Designed-Airpods/dp/B07ZPDX8TQ/ref=sr_1_7708?qid=1679134127&s=electronics&sr=1-7708,3.8,"3,321","₹1,499","₹2,899"
2706,Spigen Liquid Air Back Cover Case for iPhone XR (TPU | Matte Black),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61ZM5olxPSL._AC_UL800_.jpg,https://www.amazon.in/Spigen-Liquid-Case-Designed-iPhone/dp/B07GJKQD4Z/ref=sr_1_7709?qid=1679134127&s=electronics&sr=1-7709,4.5,"19,181",₹999,"₹1,699"
2707,amiciVision LED Lighted Tracing Board A4 Size Drawing Board with Brightness Controlled Touch Button and 1.5m USB Cable,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61PDqc1l8uL._AC_UL800_.jpg,https://www.amazon.in/amiciKart-Lighted-Drawing-Brightness-Controlled/dp/B07D168BNT/ref=sr_1_7710?qid=1679134127&s=electronics&sr=1-7710,4.3,964,"₹1,335.51","₹2,800"
2708,Rife Single Monitor Wall Mount Arm | VESA Wall Mount Monitor Arm | Full Motion Gas Spring Arm Fits 17 to 32 Inch Screens w...,"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/41ueKxdhmgL._AC_UL800_.jpg,https://www.amazon.in/LCD-Spring-Wall-Mount-WM-9G/dp/B07NVNK55K/ref=sr_1_7711?qid=1679134127&s=electronics&sr=1-7711,4.3,44,"₹2,990","₹8,500"
2709,Spigen Liquid Air Back Cover Case for iPhone 13 Pro (TPU | Navy Blue),"tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/61R1+4aM95L._AC_UL800_.jpg,https://www.amazon.in/Spigen-Liquid-Cover-Compatible-iPhone/dp/B096H9W7B7/ref=sr_1_7712?qid=1679134127&s=electronics&sr=1-7712,4.5,"4,683","₹1,299","₹2,099"
2710,"TGK Leather Flip Stand Case Cover for Nokia Tab T20 10.36 inch Tablet with Pencil Holder, Black","tv, audio & cameras",All Electronics,https://m.media-amazon.com/images/I/81mkLyh61lL._AC_UL800_.jpg,https://www.amazon.in/TGK-Executive-Leather-Viewing-Compatible/dp/B09LHSRWB6/ref=sr_1_7713?qid=1679134127&s=electronics&sr=1-7713,4,381,₹449,"₹1,499"
